,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,No_Die,Lot_Num,Wafer_Num,Datetime
303,2,Photo,1.1632634745893091,13.508,14.968,20.004,198.682,90.0,498.95,4030.919,4973.993,4.993,90.736,29.999,NOLSM304127,12,7,17-02-2019 PM 9:04:30
304,2,Photo,1.196691396434127,14.64,14.971,20.001,202.507,90.0,498.822,4005.173,5062.83,5.044,86.498,29.997,NOLSM305128,12,8,17-02-2019 PM 9:04:30
305,3,Photo,1.1354424861963452,16.878,15.062,20.001,199.76,89.999,499.713,4004.092,5014.513,4.993,93.927,30.0,NOLSM306129,12,9,17-02-2019 PM 9:04:30
306,3,Photo,0.9893288774167079,16.581,14.963,20.0,199.579,90.0,500.063,4076.691,5094.2,4.974,93.536,30.012,NOLSM3071210,12,10,17-02-2019 PM 9:04:30
307,3,Photo,0.9280500521376434,15.648,15.046,20.006,205.812,89.999,497.779,4043.263,5014.243,5.039,92.481,30.002,NOLSM3081211,12,11,17-02-2019 PM 9:04:30
308,1,Photo,1.1367202858168515,16.546,14.919,19.997,198.081,90.0,494.982,4019.485,4927.291,4.946,91.277,30.003,NOLSM3091212,12,12,17-02-2019 PM 9:04:30
309,1,Photo,1.1184550163250653,14.401,15.067,20.001,202.684,89.999,505.28,4056.159,5042.679,4.99,93.218,29.993,NOLSM3101213,12,13,17-02-2019 PM 9:04:30
310,2,Photo,0.6914391699003402,15.825,14.968,19.998,199.786,90.001,501.419,4064.284,5096.91,4.985,92.872,30.005,NOLSM3111214,12,14,17-02-2019 PM 9:04:30
311,2,Photo,1.074180755226585,19.632,15.099,19.99,202.13,89.999,498.721,4065.712,4966.568,5.045,91.701,30.0,NOLSM3121215,12,15,17-02-2019 PM 9:04:30
312,2,Photo,1.0910400177780817,14.393,15.097,19.999,200.496,90.0,499.72,4040.384,5024.178,5.071,91.019,30.012,NOLSM3131216,12,16,17-02-2019 PM 9:04:30
313,3,Photo,1.06070189234004,17.755,15.098,19.997,200.547,90.0,504.371,3966.094,5025.719,4.892,94.443,30.012,NOLSM3141217,12,17,17-02-2019 PM 9:04:30
314,3,Photo,0.9577257730901383,15.187,14.939,20.0,201.47,90.001,502.242,3914.265,5094.418,5.082,92.586,29.988,NOLSM3151218,12,18,17-02-2019 PM 9:04:30
315,3,Photo,1.17254141096429,14.18,14.937,19.996,206.177,90.001,499.125,4049.299,5068.397,5.189,88.064,29.997,NOLSM3161219,12,19,17-02-2019 PM 9:04:30
316,1,Photo,1.212110463426725,14.585,15.11,20.002,199.367,89.999,497.153,4017.434,5047.977,5.082,92.242,30.006,NOLSM3171220,12,20,17-02-2019 PM 9:04:30
317,1,Photo,0.8845706764218191,13.185,15.16,19.997,201.816,89.999,500.809,3982.699,4968.25,5.157,91.764,30.005,NOLSM3181221,12,21,17-02-2019 PM 9:04:30
318,1,Photo,1.204281269765295,16.626,15.028,20.0,200.226,90.001,503.566,4083.864,5093.549,4.879,91.558,30.015,NOLSM3191222,12,22,17-02-2019 PM 9:04:30
319,2,Photo,0.7846758064240413,12.256,14.913,20.003,197.906,90.001,503.174,3988.161,4981.247,5.022,92.177,30.017,NOLSM3201223,12,23,17-02-2019 PM 9:04:30
320,2,Photo,1.1818962717311405,19.021,15.075,19.998,201.543,90.001,504.22,4050.115,4956.952,5.047,91.584,30.001,NOLSM3211224,12,24,17-02-2019 PM 9:04:30
321,2,Photo,1.237281833877502,14.032,14.855,19.997,203.059,90.002,505.045,3924.571,5098.381,4.987,92.019,30.0,NOLSM3221225,12,25,17-02-2019 PM 9:04:30
322,3,Photo,0.8456084719396912,17.11,15.108,20.003,205.483,90.0,499.052,3975.723,4982.231,4.908,95.838,30.004,NOLSM3231226,12,26,17-02-2019 PM 9:04:30
323,3,Photo,1.092642609275372,16.962,14.907,19.999,199.391,89.999,500.584,3998.882,5088.144,4.899,95.28,30.003,NOLSM3241227,12,27,17-02-2019 PM 9:04:30
324,3,Photo,1.1049590591292158,14.06,15.006,20.001,200.551,90.001,503.63,4010.591,4903.611,5.02,91.918,30.005,NOLSM325131,13,1,17-02-2019 PM 9:04:30
325,1,Photo,0.8467708849723927,13.693,15.059,19.993,199.835,89.999,502.354,4042.427,4979.082,4.937,90.976,30.005,NOLSM326132,13,2,17-02-2019 PM 9:04:30
326,1,Photo,0.8634549308535189,15.221,14.93,19.995,202.118,90.001,504.103,4025.856,5031.989,4.888,91.969,30.006,NOLSM327133,13,3,17-02-2019 PM 9:04:30
327,1,Photo,0.6571009760850612,19.114,14.947,20.004,194.668,90.0,502.088,4144.57,4969.316,4.933,91.458,30.001,NOLSM328134,13,4,17-02-2019 PM 9:04:30
328,2,Photo,1.2038710063419886,14.942,14.82,19.998,202.192,90.0,498.167,4049.729,5092.407,5.05,94.723,29.988,NOLSM329135,13,5,17-02-2019 PM 9:04:30
329,2,Photo,0.7754406058223218,12.958,14.997,20.0,197.199,90.0,500.9,4030.187,4946.249,4.945,91.069,30.003,NOLSM330136,13,6,17-02-2019 PM 9:04:30
330,2,Photo,0.843305013760919,17.886,14.978,19.999,202.194,90.0,502.255,4126.143,5060.506,5.117,88.719,29.995,NOLSM331137,13,7,17-02-2019 PM 9:04:30
331,3,Photo,0.6708277064565207,13.268,14.919,20.0,202.532,90.0,503.99,3902.474,5113.826,5.021,92.617,30.002,NOLSM332138,13,8,17-02-2019 PM 9:04:30
332,3,Photo,1.0612873724337168,15.335,15.013,19.999,200.458,90.001,504.46,3995.181,4942.826,5.051,91.588,29.989,NOLSM333139,13,9,17-02-2019 PM 9:04:30
333,3,Photo,0.8311894220414024,12.201,15.01,20.002,202.963,89.999,499.481,4135.365,5111.433,5.102,92.888,29.997,NOLSM3341310,13,10,17-02-2019 PM 9:04:30
334,1,Photo,1.1250576932939023,13.009,14.889,19.997,199.4,89.999,497.891,4041.284,4982.75,4.989,90.241,30.002,NOLSM3351311,13,11,17-02-2019 PM 9:04:30
335,1,Photo,0.8350441887895519,14.145,14.952,20.0,204.41,89.999,504.626,4052.219,5036.152,4.997,94.758,29.998,NOLSM3361312,13,12,17-02-2019 PM 9:04:30
336,1,Photo,1.001547034992051,13.379,15.072,20.0,198.818,90.002,503.298,4029.315,5156.979,4.959,90.49,29.998,NOLSM3371313,13,13,17-02-2019 PM 9:04:30
337,2,Photo,1.127220123420913,13.022,14.979,20.006,201.674,90.0,496.152,4088.413,5019.57,4.9,93.958,30.005,NOLSM3381314,13,14,17-02-2019 PM 9:04:30
338,2,Photo,1.130335561291646,13.366,14.849,20.0,202.289,90.001,502.637,4062.197,5085.989,4.864,92.418,30.009,NOLSM3391315,13,15,17-02-2019 PM 9:04:30
339,2,Photo,0.9758286466435324,15.909,15.074,19.997,200.249,90.001,499.361,4088.406,5101.54,5.04,93.136,30.001,NOLSM3401316,13,16,17-02-2019 PM 9:04:30
340,3,Photo,1.0287611754047077,14.085,15.067,19.994,199.309,90.0,503.635,4043.081,5057.66,4.89,91.247,30.005,NOLSM3411317,13,17,17-02-2019 PM 9:04:30
341,3,Photo,0.9929015880613343,12.352,15.05,20.004,199.911,90.0,505.191,4054.055,4892.47,5.031,90.587,30.003,NOLSM3421318,13,18,17-02-2019 PM 9:04:30
342,3,Photo,0.9864399391442589,15.651,15.089,19.994,198.866,90.0,501.018,3988.812,5005.117,4.957,92.169,30.01,NOLSM3431319,13,19,17-02-2019 PM 9:04:30
343,1,Photo,1.00892750303424,16.552,14.965,20.001,199.816,90.0,500.181,3983.693,5029.168,4.936,90.845,30.005,NOLSM3441320,13,20,17-02-2019 PM 9:04:30
344,1,Photo,1.1553701772679874,15.616,15.09,19.994,203.987,90.001,497.838,4015.481,4993.499,4.987,93.328,30.002,NOLSM3451321,13,21,17-02-2019 PM 9:04:30
345,2,Photo,1.1638617754149643,16.681,15.063,20.003,196.125,90.001,502.747,3973.891,4974.61,5.008,92.743,29.999,NOLSM3461322,13,22,17-02-2019 PM 9:04:30
346,2,Photo,1.0062907058240311,18.582,15.116,19.998,204.725,90.0,498.724,4082.609,5036.144,5.064,91.218,30.01,NOLSM3471323,13,23,17-02-2019 PM 9:04:30
347,2,Photo,0.7761585668131079,16.129,15.034,20.007,197.381,90.0,502.034,4101.095,5013.425,4.925,94.13,29.985,NOLSM3481324,13,24,17-02-2019 PM 9:04:30
348,3,Photo,0.7158071078138087,18.547,14.925,20.004,196.756,90.0,506.502,4074.474,4974.847,5.037,94.773,29.993,NOLSM3491325,13,25,17-02-2019 PM 9:04:30
349,3,Photo,1.1915716507974494,14.217,14.994,19.995,196.614,90.001,494.901,4078.04,5011.823,4.986,91.892,29.996,NOLSM3501326,13,26,17-02-2019 PM 9:04:30
350,3,Photo,0.9929956067625088,15.818,15.001,19.998,202.174,89.999,496.237,4011.312,4985.691,5.07,94.156,30.001,NOLSM3511327,13,27,17-02-2019 PM 9:04:30
351,1,Photo,0.9699909400160687,15.735,15.038,19.997,196.472,90.001,500.239,4114.543,5041.776,5.064,89.556,29.998,NOLSM352141,14,1,17-02-2019 PM 9:04:30
352,1,Photo,0.8582668079796236,11.919,15.163,19.993,199.099,89.999,502.524,4101.984,4993.428,4.975,91.388,29.995,NOLSM353142,14,2,17-02-2019 PM 9:04:30
353,1,Photo,1.0944289645976855,15.074,14.927,20.003,198.167,90.0,500.916,4020.285,4885.56,5.004,90.966,30.002,NOLSM354143,14,3,17-02-2019 PM 9:04:30
354,2,Photo,0.8938699806834305,16.041,15.184,20.002,201.002,90.0,501.131,4034.549,5029.16,4.924,88.854,30.001,NOLSM355144,14,4,17-02-2019 PM 9:04:30
355,2,Photo,1.1769987521154206,15.929,14.935,19.999,199.47,90.001,503.194,4040.679,4989.254,4.871,91.973,30.014,NOLSM356145,14,5,17-02-2019 PM 9:04:30
356,2,Photo,1.0938050223080735,12.411,14.838,20.003,202.924,90.0,508.904,4068.631,5066.833,4.981,92.494,29.991,NOLSM357146,14,6,17-02-2019 PM 9:04:30
357,3,Photo,0.990397271748235,14.619,15.22,19.995,200.215,90.0,501.318,4003.644,5042.424,4.991,93.321,29.998,NOLSM358147,14,7,17-02-2019 PM 9:04:30
358,3,Photo,0.8236080958648866,23.573,14.935,19.999,199.296,90.0,497.313,4011.264,5048.689,4.971,92.586,30.008,NOLSM359148,14,8,17-02-2019 PM 9:04:30
359,1,Photo,1.3650703430827877,14.626,15.012,19.998,200.903,90.001,499.243,4016.503,4929.412,4.942,90.423,29.999,NOLSM360149,14,9,17-02-2019 PM 9:04:30
360,1,Photo,1.0936939092975948,20.181,15.014,19.992,197.129,89.999,503.782,4058.777,5081.64,4.92,91.662,30.003,NOLSM3611410,14,10,17-02-2019 PM 9:04:30
361,1,Photo,0.782526197029009,18.517,14.955,20.0,194.871,90.001,501.948,3993.512,5052.778,4.827,95.818,29.997,NOLSM3621411,14,11,17-02-2019 PM 9:04:30
362,2,Photo,0.6620497786286945,15.859,15.007,20.003,200.988,90.0,499.28,4077.424,4922.209,5.069,94.12,30.004,NOLSM3631412,14,12,17-02-2019 PM 9:04:30
363,2,Photo,1.17784492042599,19.567,14.926,20.002,198.279,90.001,500.637,4114.82,4978.139,5.026,96.346,30.005,NOLSM3641413,14,13,17-02-2019 PM 9:04:30
364,2,Photo,1.0875826937212603,15.652,14.993,20.01,198.93,90.001,499.941,3983.69,5152.543,5.017,91.356,29.995,NOLSM3651414,14,14,17-02-2019 PM 9:04:30
365,3,Photo,0.7118326809005282,16.187,14.968,19.999,194.99,90.001,504.54,4009.363,4975.303,4.894,92.106,30.007,NOLSM3661415,14,15,17-02-2019 PM 9:04:30
366,3,Photo,1.157096702507735,15.266,15.02,20.001,196.546,89.999,496.005,4023.505,5114.927,5.079,92.607,30.005,NOLSM3671416,14,16,17-02-2019 PM 9:04:30
367,3,Photo,1.2215166071214891,17.671,15.016,20.0,204.524,90.001,499.323,3945.323,5086.284,5.036,92.352,30.006,NOLSM3681417,14,17,17-02-2019 PM 9:04:30
368,1,Photo,0.9955853946221302,11.039,15.05,20.003,204.897,89.999,504.316,3963.253,4934.74,5.099,92.718,29.999,NOLSM3691418,14,18,17-02-2019 PM 9:04:30
369,1,Photo,0.9681191131472333,16.201,15.026,19.999,200.324,90.001,499.187,3951.412,5084.315,5.053,92.956,29.992,NOLSM3701419,14,19,17-02-2019 PM 9:04:30
370,1,Photo,1.3088685276671395,13.677,15.009,19.999,200.37,90.001,497.169,4033.769,5002.849,4.951,89.927,29.99,NOLSM3711420,14,20,17-02-2019 PM 9:04:30
371,2,Photo,0.6998880322740559,14.114,15.075,20.004,199.046,90.001,500.705,4020.946,5074.901,5.032,92.197,30.006,NOLSM3721421,14,21,17-02-2019 PM 9:04:30
372,2,Photo,1.3090437443375098,15.49,14.995,20.003,195.75,90.0,504.863,4009.634,5009.249,5.019,92.601,30.007,NOLSM3731422,14,22,17-02-2019 PM 9:04:30
373,3,Photo,1.0370220003760746,15.798,14.994,20.011,203.761,90.0,499.691,4005.473,4976.357,5.107,92.525,30.003,NOLSM3741423,14,23,17-02-2019 PM 9:04:30
374,3,Photo,1.0451118822543974,14.76,15.102,19.996,203.281,90.0,499.201,4011.123,4888.342,4.969,89.185,30.007,NOLSM3751424,14,24,17-02-2019 PM 9:04:30
375,1,Photo,1.1032838168173815,14.056,14.946,19.999,205.722,90.001,500.928,3925.007,4953.646,4.98,93.687,29.989,NOLSM3761425,14,25,17-02-2019 PM 9:04:30
376,1,Photo,0.7398331595411887,16.103,15.017,19.995,200.63,90.0,502.327,3984.715,4883.349,5.029,92.148,30.005,NOLSM3771426,14,26,17-02-2019 PM 9:04:30
377,1,Photo,0.7876074804697517,14.419,14.995,19.994,199.008,90.001,500.256,4000.075,5049.738,5.036,92.629,30.001,NOLSM3781427,14,27,17-02-2019 PM 9:04:30
378,2,Photo,1.072881587719448,13.457,14.976,20.002,204.335,90.0,500.084,4099.44,4950.89,5.097,92.703,30.002,NOLSM379151,15,1,17-02-2019 PM 9:04:30
379,2,Photo,1.1908152276107282,15.465,15.088,20.001,198.499,89.999,497.564,4023.089,5061.575,5.09,94.048,29.991,NOLSM380152,15,2,17-02-2019 PM 9:04:30
380,2,Photo,0.966328484247594,16.149,15.099,20.0,200.086,90.0,503.137,4100.556,4995.798,5.018,94.479,29.995,NOLSM381153,15,3,17-02-2019 PM 9:04:30
381,3,Photo,0.9401613702798338,15.371,14.875,19.994,199.382,90.001,500.042,4028.083,4922.502,5.175,93.882,30.005,NOLSM382154,15,4,17-02-2019 PM 9:04:30
382,3,Photo,1.0693858014666917,17.047,15.004,20.001,201.67,90.0,503.0,4018.664,5123.695,4.903,90.418,29.997,NOLSM383155,15,5,17-02-2019 PM 9:04:30
383,1,Photo,1.0822706371049078,17.544,14.916,19.994,204.08,89.998,502.353,4071.649,5006.693,4.964,93.432,29.996,NOLSM384156,15,6,17-02-2019 PM 9:04:30
384,1,Photo,1.2111788235696337,14.894,15.036,19.998,199.805,90.001,496.88,4144.454,5026.875,4.855,92.454,29.998,NOLSM385157,15,7,17-02-2019 PM 9:04:30
385,2,Photo,0.8120608899297423,16.547,14.902,20.001,202.474,90.001,500.851,4044.066,4870.596,4.901,90.264,30.001,NOLSM386158,15,8,17-02-2019 PM 9:04:30
386,2,Photo,1.3951477803039367,17.035,15.011,19.997,200.748,90.001,496.918,3959.744,5034.989,5.007,92.187,30.006,NOLSM387159,15,9,17-02-2019 PM 9:04:30
387,2,Photo,0.9806278739807517,16.608,14.998,20.005,200.693,90.0,499.623,3949.569,4999.225,5.083,89.245,30.009,NOLSM3881510,15,10,17-02-2019 PM 9:04:30
388,3,Photo,1.0335005726593616,20.397,15.097,20.001,200.197,90.001,500.839,4035.688,5015.675,5.035,90.886,30.01,NOLSM3891511,15,11,17-02-2019 PM 9:04:30
389,3,Photo,0.963879724439734,16.973,15.071,19.999,200.635,90.0,498.791,3939.275,5034.262,5.012,91.989,29.994,NOLSM3901512,15,12,17-02-2019 PM 9:04:30
390,3,Photo,1.082920220858476,13.518,14.992,19.993,199.632,89.999,501.137,3999.733,4981.02,5.03,93.257,30.004,NOLSM3911513,15,13,17-02-2019 PM 9:04:30
391,1,Photo,0.7576240619497769,15.955,15.058,19.995,206.842,89.999,494.582,3979.526,4978.657,5.007,90.466,30.008,NOLSM3921514,15,14,17-02-2019 PM 9:04:30
392,1,Photo,1.0042351151301732,15.675,14.976,19.994,202.786,90.001,503.045,4095.857,4958.651,4.905,92.047,30.001,NOLSM3931515,15,15,17-02-2019 PM 9:04:30
393,2,Photo,1.0213123301253013,15.554,14.97,20.004,195.963,89.999,499.135,4043.758,4926.446,5.027,91.822,29.997,NOLSM3941516,15,16,17-02-2019 PM 9:04:30
394,2,Photo,1.0171028564590847,14.521,14.928,20.0,198.182,90.0,495.303,3977.556,5105.645,5.001,91.144,30.007,NOLSM3951517,15,17,17-02-2019 PM 9:04:30
395,2,Photo,1.2569531103095777,15.932,15.079,19.994,200.311,90.001,509.055,4040.937,5036.638,4.885,92.019,30.013,NOLSM3961518,15,18,17-02-2019 PM 9:04:30
396,3,Photo,0.9479691960546334,12.731,14.968,19.997,200.34,90.001,505.372,4012.77,5035.87,5.037,93.691,30.0,NOLSM3971519,15,19,17-02-2019 PM 9:04:30
397,3,Photo,1.2608249713670316,15.444,15.001,19.996,196.437,89.999,498.037,4065.392,5054.543,4.935,90.95,29.991,NOLSM3981520,15,20,17-02-2019 PM 9:04:30
398,3,Photo,1.0413596813620745,11.805,15.081,20.005,199.032,89.999,496.959,4086.597,4924.687,4.915,89.285,29.998,NOLSM3991521,15,21,17-02-2019 PM 9:04:30
399,1,Photo,0.6629557770218294,19.373,15.058,20.005,198.274,90.002,498.643,4080.489,5064.639,5.125,89.914,30.015,NOLSM4001522,15,22,17-02-2019 PM 9:04:30
400,1,Photo,0.736012581411648,15.465,14.84,20.001,200.855,90.0,498.381,4061.964,5037.031,4.973,92.887,29.998,NOLSM4011523,15,23,17-02-2019 PM 9:04:30
401,1,Photo,1.0105728303047914,9.685,15.014,20.001,201.824,90.0,501.805,4021.992,4937.455,5.048,92.212,29.999,NOLSM4021524,15,24,17-02-2019 PM 9:04:30
402,2,Photo,1.5,17.87,14.965,20.003,196.67,90.001,501.189,3996.754,5110.695,4.996,89.499,30.012,NOLSM4031525,15,25,17-02-2019 PM 9:04:30
403,2,Photo,0.9547043539205797,13.382,14.905,19.992,201.909,89.999,498.351,4074.165,4971.304,5.076,89.4,30.001,NOLSM4041526,15,26,17-02-2019 PM 9:04:30
404,3,Photo,1.0440007521496093,15.965,14.968,19.996,200.435,90.0,501.817,4078.065,4942.679,5.037,92.228,29.998,NOLSM4051527,15,27,17-02-2019 PM 9:04:30
405,3,Photo,1.0735183507410382,16.209,14.953,19.999,198.455,90.0,502.391,4037.819,4928.447,5.115,93.172,29.999,NOLSM406161,16,1,17-02-2019 PM 9:04:30
406,3,Photo,0.6757978768867844,12.516,15.005,20.003,202.152,90.0,507.183,4005.84,4988.85,5.01,92.424,29.999,NOLSM407162,16,2,17-02-2019 PM 9:04:30
407,1,Photo,1.0824458537752781,12.859,15.054,20.005,199.593,89.999,501.286,4067.541,5083.958,5.085,91.638,30.006,NOLSM408163,16,3,17-02-2019 PM 9:04:30
408,1,Photo,0.9279090240858818,15.214,14.946,19.995,201.177,90.001,503.396,4038.83,5105.011,5.112,89.341,30.003,NOLSM409164,16,4,17-02-2019 PM 9:04:30
409,1,Photo,0.8575531205661635,13.764,14.975,19.997,200.095,89.999,501.423,3929.441,5075.487,5.014,91.136,30.007,NOLSM410165,16,5,17-02-2019 PM 9:04:30
410,2,Photo,0.9410716422502948,14.317,15.007,20.002,207.301,90.0,501.079,4065.649,4944.126,4.912,92.423,29.994,NOLSM411166,16,6,17-02-2019 PM 9:04:30
411,2,Photo,1.0891297287133113,13.068,14.936,20.006,201.138,90.0,501.572,4042.392,5118.893,5.107,91.462,29.994,NOLSM412167,16,7,17-02-2019 PM 9:04:30
412,2,Photo,1.0418767842185335,15.02,15.101,19.99,199.757,90.0,497.102,4129.064,5013.136,4.932,90.44,30.006,NOLSM413168,16,8,17-02-2019 PM 9:04:30
413,3,Photo,1.1125703003470142,13.208,15.064,19.997,200.915,90.001,500.154,4075.078,4972.15,4.916,90.634,30.003,NOLSM414169,16,9,17-02-2019 PM 9:04:30
414,3,Photo,1.0277226961144634,14.041,14.932,20.012,199.149,90.001,501.394,4129.907,4954.889,5.239,91.952,29.988,NOLSM4151610,16,10,17-02-2019 PM 9:04:30
415,3,Photo,0.9355330860356588,15.183,14.945,20.001,203.056,89.999,496.487,4112.212,5003.522,4.925,92.111,30.002,NOLSM4161611,16,11,17-02-2019 PM 9:04:30
416,1,Photo,0.9209986495495649,12.084,14.977,19.994,196.183,90.001,501.655,4040.97,5103.975,5.014,91.183,30.007,NOLSM4171612,16,12,17-02-2019 PM 9:04:30
417,1,Photo,1.0204832561240362,17.74,14.959,19.997,200.949,90.0,495.986,4118.935,4884.055,5.072,91.279,29.992,NOLSM4181613,16,13,17-02-2019 PM 9:04:30
418,1,Photo,0.8750448725619241,17.166,14.872,20.002,200.475,90.001,500.442,3983.145,5095.382,5.026,90.868,30.0,NOLSM4191614,16,14,17-02-2019 PM 9:04:30
419,2,Photo,1.1791996444383663,16.941,15.0,20.012,201.929,90.0,502.263,4073.38,4886.265,4.998,92.064,30.005,NOLSM4201615,16,15,17-02-2019 PM 9:04:30
420,2,Photo,0.8721858493307577,17.064,15.013,20.001,204.133,90.001,503.423,3992.433,5045.477,5.004,92.26,30.006,NOLSM4211616,16,16,17-02-2019 PM 9:04:30
421,3,Photo,0.8592967401152156,13.643,14.954,19.997,202.749,90.0,498.509,4044.244,5005.736,5.161,93.201,29.988,NOLSM4221617,16,17,17-02-2019 PM 9:04:30
422,3,Photo,0.9514008786474982,14.585,15.159,20.001,202.313,90.0,495.402,4001.043,5021.426,5.054,92.607,29.998,NOLSM4231618,16,18,17-02-2019 PM 9:04:30
423,3,Photo,1.227717567821672,16.427,15.111,19.995,200.952,90.001,494.517,4019.176,5172.075,4.97,91.142,29.998,NOLSM4241619,16,19,17-02-2019 PM 9:04:30
424,1,Photo,1.1897297389698966,13.926,14.824,20.005,203.57,90.0,498.307,4067.925,5059.997,5.068,93.221,30.01,NOLSM4251620,16,20,17-02-2019 PM 9:04:30
425,1,Photo,1.141758833484333,14.735,14.904,19.991,197.363,90.0,505.859,4102.2,5003.371,5.072,94.835,30.008,NOLSM4261621,16,21,17-02-2019 PM 9:04:30
426,2,Photo,1.173169626831228,16.681,15.122,20.0,202.467,90.001,502.416,4096.083,5023.401,5.007,89.361,29.997,NOLSM4271622,16,22,17-02-2019 PM 9:04:30
427,2,Photo,0.9297381151814561,14.991,15.095,19.992,200.539,90.001,502.749,3984.751,5033.407,5.068,92.271,29.989,NOLSM4281623,16,23,17-02-2019 PM 9:04:30
428,2,Photo,1.0750055556505238,16.265,15.021,20.005,203.041,89.999,502.125,4049.64,5067.608,4.934,92.653,30.003,NOLSM4291624,16,24,17-02-2019 PM 9:04:30
429,3,Photo,0.7991760542915263,14.552,14.948,20.002,200.573,90.0,499.319,4105.38,5076.802,4.885,92.157,30.003,NOLSM4301625,16,25,17-02-2019 PM 9:04:30
430,3,Photo,0.9289645976854305,12.361,14.928,20.0,206.01,90.0,505.745,3960.626,4922.966,4.934,90.13,29.989,NOLSM4311626,16,26,17-02-2019 PM 9:04:30
431,3,Photo,0.6989435716849861,18.246,15.08,20.001,197.049,90.001,494.887,4024.399,4994.358,5.048,94.828,30.01,NOLSM4321627,16,27,17-02-2019 PM 9:04:30
432,1,Photo,1.274192721243098,12.914,15.071,20.001,198.784,89.998,504.231,4054.495,4903.643,4.923,93.475,30.003,NOLSM433171,17,1,17-02-2019 PM 9:04:30
433,1,Photo,0.9940896425579924,15.707,14.973,19.997,196.88,89.999,500.053,4063.467,5100.873,5.09,92.369,30.003,NOLSM434172,17,2,17-02-2019 PM 9:04:30
434,1,Photo,0.6787124566231901,17.864,15.109,19.992,194.942,90.0,500.402,4156.284,4926.205,5.054,93.165,30.011,NOLSM435173,17,3,17-02-2019 PM 9:04:30
435,2,Photo,1.0134275799586316,18.115,14.974,20.0,198.147,90.0,494.976,3989.532,5002.647,5.089,92.757,30.012,NOLSM436174,17,4,17-02-2019 PM 9:04:30
436,2,Photo,0.8306765927622695,14.849,15.024,19.997,200.469,90.002,499.243,3972.826,5036.427,4.989,92.6,30.01,NOLSM437175,17,5,17-02-2019 PM 9:04:30
437,2,Photo,1.0729670592659704,15.781,15.101,19.999,200.261,90.001,501.188,3987.607,5002.296,5.074,92.766,30.013,NOLSM438176,17,6,17-02-2019 PM 9:04:30
438,3,Photo,0.9104172720901211,13.304,15.016,19.998,204.569,90.0,493.336,4078.313,5007.21,4.93,91.432,30.004,NOLSM439177,17,7,17-02-2019 PM 9:04:30
439,3,Photo,1.1346646951229935,13.838,15.207,19.995,197.789,90.0,499.402,4047.073,5005.945,4.981,94.151,29.996,NOLSM440178,17,8,17-02-2019 PM 9:04:30
440,1,Photo,0.7432990307526623,13.856,15.025,20.003,204.869,90.001,500.025,4042.913,5000.754,4.96,91.196,30.0,NOLSM441179,17,9,17-02-2019 PM 9:04:30
441,1,Photo,0.8962076274808116,15.422,15.087,19.994,194.462,90.0,501.979,4080.694,4984.814,5.042,90.395,30.004,NOLSM4421710,17,10,17-02-2019 PM 9:04:30
442,2,Photo,1.0443340911810457,18.142,14.957,19.992,202.881,90.001,499.957,4016.163,5029.467,5.079,91.46,29.99,NOLSM4431711,17,11,17-02-2019 PM 9:04:30
443,2,Photo,0.9256397545257185,16.95,15.094,19.996,198.198,90.0,504.215,4083.532,4924.46,5.044,91.015,29.987,NOLSM4441712,17,12,17-02-2019 PM 9:04:30
444,2,Photo,0.7412776286774133,13.632,14.864,20.002,202.677,89.999,498.549,4059.913,5099.399,5.068,93.648,29.994,NOLSM4451713,17,13,17-02-2019 PM 9:04:30
445,3,Photo,1.2838552795774285,14.671,15.045,20.002,202.968,89.999,499.547,3974.205,5006.987,5.031,93.313,29.999,NOLSM4461714,17,14,17-02-2019 PM 9:04:30
446,3,Photo,0.9507128326979948,15.119,14.96,20.003,201.552,90.0,505.956,3996.603,4998.346,5.078,92.774,30.003,NOLSM4471715,17,15,17-02-2019 PM 9:04:30
447,3,Photo,0.9480845826424382,18.168,15.036,20.0,199.473,90.0,495.122,4094.644,4910.619,5.008,90.088,29.987,NOLSM4481716,17,16,17-02-2019 PM 9:04:30
448,1,Photo,1.0725055129147507,15.812,14.892,19.995,194.278,90.0,498.447,3966.849,5018.378,5.102,94.13,30.004,NOLSM4491717,17,17,17-02-2019 PM 9:04:30
449,1,Photo,1.1132497991418657,14.143,15.04,19.994,197.191,90.0,501.545,3961.776,4985.679,5.1,89.636,30.002,NOLSM4501718,17,18,17-02-2019 PM 9:04:30
450,2,Photo,1.2246876014974615,11.261,15.056,19.99,197.239,90.001,500.965,4053.747,4980.595,4.918,91.353,29.997,NOLSM4511719,17,19,17-02-2019 PM 9:04:30
451,2,Photo,0.8691216943879383,17.393,15.062,19.998,202.38,89.999,501.146,4135.827,5099.437,4.922,92.542,30.004,NOLSM4521720,17,20,17-02-2019 PM 9:04:30
452,3,Photo,0.9068018256722337,13.311,15.06,19.996,202.275,89.999,503.343,4116.758,4983.651,5.0,92.904,29.999,NOLSM4531721,17,21,17-02-2019 PM 9:04:30
453,3,Photo,1.2236619429391955,13.475,15.091,19.995,199.276,90.001,500.854,4041.033,4968.513,4.893,93.915,30.006,NOLSM4541722,17,22,17-02-2019 PM 9:04:30
