Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Current,Temp_implantation,Furance_Temp,RTA_Temp,No_Die,Lot_Num,Wafer_Num,Datetime
1,Implantation,8.568698e+15,8.707388e+16,7.370091e+17,3.025229e+17,5.999985e+17,31654.923,0.01,100.542,917,150,NOLSM298121,12,1,28-02-2019 ?? 9:04:30
3,Implantation,1.361357e+16,1.182248e+17,5.863777e+17,2.999096e+17,5.999985e+17,32420.460,0.01,102.947,884,152,NOLSM299122,12,2,28-02-2019 ?? 9:04:30
3,Implantation,1.590424e+16,5.512816e+16,5.10229e+17,2.995434e+17,5.999991e+17,32096.305,0.01,102.504,896,158,NOLSM300123,12,3,28-02-2019 ?? 9:04:30
2,Implantation,1.197562e+16,1.239931e+17,2.274753e+17,2.975455e+17,5.999997e+17,32563.022,0.01,100.521,901,152,NOLSM301124,12,4,28-02-2019 ?? 9:04:30
1,Implantation,1.179501e+16,1.012264e+17,6.663077e+16,2.981188e+17,5.999997e+17,30885.270,0.01,102.933,884,156,NOLSM302125,12,5,28-02-2019 ?? 9:04:30
1,Implantation,1.022487e+16,1.461848e+17,6.642906e+17,3.009594e+17,5.99998e+17,31320.289,0.01,101.766,884,153,NOLSM303126,12,6,28-02-2019 ?? 9:04:30
2,Implantation,1.330787e+16,1.278836e+17,6.785148e+17,3.004682e+17,6.000002e+17,31878.063,0.01,103.123,910,152,NOLSM304127,12,7,28-02-2019 ?? 9:04:30
3,Implantation,1.421013e+16,7.442787e+16,4.60858e+17,2.9829e+17,6.000006e+17,32007.987,0.01,103.511,886,155,NOLSM305128,12,8,28-02-2019 ?? 9:04:30
3,Implantation,1.232842e+16,1.639145e+17,6.503703e+17,2.984396e+17,5.999992e+17,31060.004,0.01,101.271,880,155,NOLSM306129,12,9,28-02-2019 ?? 9:04:30
2,Implantation,1.428492e+16,1.415439e+17,5.39355e+16,3.032057e+17,5.999988e+17,31195.899,0.01,99.876,896,156,NOLSM3071210,12,10,28-02-2019 ?? 9:04:30
1,Implantation,1.558933e+16,1.149982e+17,1.037519e+18,3.013341e+17,5.999995e+17,30345.646,0.01,104.460,883,153,NOLSM3081211,12,11,28-02-2019 ?? 9:04:30
1,Implantation,9.042108e+15,1.566421e+17,1.958059e+17,2.990061e+17,6.000005e+17,32640.339,0.01,103.302,870,154,NOLSM3091212,12,12,28-02-2019 ?? 9:04:30
2,Implantation,9.262693e+15,6.700971e+16,7.002106e+17,3.021145e+17,5.999991e+17,31812.925,0.01,103.133,906,151,NOLSM3101213,12,13,28-02-2019 ?? 9:04:30
3,Implantation,9.006816e+15,8.81085e+16,1.079004e+18,2.994286e+17,6.000016e+17,31897.150,0.01,104.146,885,156,NOLSM3111214,12,14,28-02-2019 ?? 9:04:30
2,Implantation,7.387654e+15,1.302399e+17,3.112179e+17,3.007841e+17,5.999993e+17,31335.259,0.01,100.331,913,155,NOLSM3121215,12,15,28-02-2019 ?? 9:04:30
1,Implantation,1.327635e+16,1.419552e+17,3.540232e+17,2.988869e+17,5.99999e+17,31661.888,0.01,102.524,885,154,NOLSM3131216,12,16,28-02-2019 ?? 9:04:30
1,Implantation,1.127975e+16,1.171861e+17,8.005977e+17,3.004266e+17,5.999998e+17,30483.424,0.01,102.248,893,156,NOLSM3141217,12,17,28-02-2019 ?? 9:04:30
2,Implantation,7.049994e+15,8.083603e+16,4.802875e+17,3.001714e+17,5.999993e+17,32041.628,0.01,102.595,921,158,NOLSM3151218,12,18,28-02-2019 ?? 9:04:30
3,Implantation,1.703115e+16,1.793851e+17,7.081282e+17,3.003947e+17,5.999991e+17,31843.883,0.01,101.586,897,155,NOLSM3161219,12,19,28-02-2019 ?? 9:04:30
3,Implantation,8.560234e+15,6.807979e+16,6.635135e+17,3.015968e+17,5.999985e+17,30427.029,0.01,104.247,892,158,NOLSM3171220,12,20,28-02-2019 ?? 9:04:30
2,Implantation,8.272381e+15,9.343033e+16,5.305259e+17,3.012633e+17,5.999989e+17,31076.654,0.01,102.468,918,152,NOLSM3181221,12,21,28-02-2019 ?? 9:04:30
1,Implantation,1.167901e+16,4.058004e+16,5.880615e+17,2.990857e+17,5.999995e+17,31775.473,0.01,102.414,924,154,NOLSM3191222,12,22,28-02-2019 ?? 9:04:30
1,Implantation,1.460479e+16,1.03019e+17,6.52934e+17,3.004092e+17,5.999993e+17,31621.297,0.01,101.545,889,153,NOLSM3201223,12,23,28-02-2019 ?? 9:04:30
2,Implantation,1.129196e+16,1.659448e+17,2.321765e+17,3.006374e+17,5.999986e+17,31948.150,0.01,103.936,908,155,NOLSM3211224,12,24,28-02-2019 ?? 9:04:30
3,Implantation,1.845567e+16,1.203843e+17,3.902322e+17,2.998357e+17,5.999999e+17,31259.581,0.01,104.197,917,154,NOLSM3221225,12,25,28-02-2019 ?? 9:04:30
3,Implantation,1.405306e+16,7.023559e+16,2.633266e+17,3.014248e+17,5.999988e+17,32083.164,0.01,102.615,909,154,NOLSM3231226,12,26,28-02-2019 ?? 9:04:30
2,Implantation,9.64655e+15,8.077362e+16,6.973586e+17,3.004441e+17,5.999996e+17,31228.026,0.01,102.651,887,155,NOLSM3241227,12,27,28-02-2019 ?? 9:04:30
1,Implantation,1.500198e+16,1.316363e+17,6.468338e+17,3.011187e+17,6.000012e+17,30795.934,0.01,103.433,854,154,NOLSM325131,13,1,01-03-2019 ?? 9:04:30
1,Implantation,1.105654e+16,4.367509e+16,1.041399e+18,3.026639e+17,6.000008e+17,32135.618,0.01,105.552,895,156,NOLSM326132,13,2,01-03-2019 ?? 9:04:30
2,Implantation,1.044283e+16,1.507393e+16,6.473188e+17,2.983347e+17,5.999989e+17,31057.895,0.01,102.598,898,152,NOLSM327133,13,3,01-03-2019 ?? 9:04:30
3,Implantation,8.885135e+15,1.022922e+17,3.408444e+17,2.999225e+17,5.999997e+17,32140.566,0.01,102.963,879,155,NOLSM328134,13,4,01-03-2019 ?? 9:04:30
3,Implantation,1.665762e+16,7.883038e+16,7.255226e+17,3.018136e+17,6.000004e+17,31986.009,0.01,101.419,882,155,NOLSM329135,13,5,01-03-2019 ?? 9:04:30
2,Implantation,1.132187e+16,8.124183e+16,3.266156e+17,2.99357e+17,5.999966e+17,31982.632,0.01,103.847,871,152,NOLSM330136,13,6,01-03-2019 ?? 9:04:30
1,Implantation,1.13077e+16,1.162764e+17,9.131414e+17,2.989981e+17,5.99999e+17,32499.229,0.01,102.840,916,157,NOLSM331137,13,7,01-03-2019 ?? 9:04:30
1,Implantation,1.12157e+16,7.201297e+16,5.016916e+17,3.001836e+17,5.999995e+17,32016.390,0.01,104.368,891,153,NOLSM332138,13,8,01-03-2019 ?? 9:04:30
2,Implantation,1.45158e+16,6.475248e+16,-8.78959e+15,3.013753e+17,6.000017e+17,31810.414,0.01,103.625,903,153,NOLSM333139,13,9,01-03-2019 ?? 9:04:30
3,Implantation,1.056055e+16,8.537015e+16,7.988779e+17,3.000877e+17,6.000019e+17,31969.699,0.01,102.847,883,161,NOLSM3341310,13,10,01-03-2019 ?? 9:04:30
3,Implantation,1.528031e+16,1.009711e+17,4.93944e+17,2.99861e+17,5.999992e+17,31419.868,0.01,103.298,862,154,NOLSM3351311,13,11,01-03-2019 ?? 9:04:30
2,Implantation,1.062094e+16,1.62719e+17,2.201666e+17,3.025094e+17,6.000003e+17,31196.102,0.01,104.540,892,154,NOLSM3361312,13,12,01-03-2019 ?? 9:04:30
1,Implantation,1.128804e+16,-1.3141e+16,5.401109e+17,3.000265e+17,5.999993e+17,31201.477,0.01,103.231,902,158,NOLSM3371313,13,13,01-03-2019 ?? 9:04:30
1,Implantation,1.16886e+16,1.09722e+17,4.945609e+17,2.995809e+17,5.999983e+17,31084.207,0.01,101.561,895,153,NOLSM3381314,13,14,01-03-2019 ?? 9:04:30
2,Implantation,1.182645e+16,8.543045e+16,4.072872e+17,3.006631e+17,6.000001e+17,32253.776,0.01,102.869,904,155,NOLSM3391315,13,15,01-03-2019 ?? 9:04:30
3,Implantation,1.418532e+16,8.728139e+16,5.933303e+17,2.998643e+17,5.999992e+17,31446.324,0.01,102.759,882,155,NOLSM3401316,13,16,01-03-2019 ?? 9:04:30
3,Implantation,7.834453e+15,1.311202e+17,3.648882e+17,3.02517e+17,6.000005e+17,32773.392,0.01,105.126,896,150,NOLSM3411317,13,17,01-03-2019 ?? 9:04:30
2,Implantation,1.083545e+16,3.691622e+16,5.43442e+17,2.990271e+17,5.999991e+17,31202.426,0.01,100.703,898,155,NOLSM3421318,13,18,01-03-2019 ?? 9:04:30
1,Implantation,1.174429e+16,9.079213e+16,1.994348e+17,3.007564e+17,5.999979e+17,31661.976,0.01,101.119,891,149,NOLSM3431319,13,19,01-03-2019 ?? 9:04:30
1,Implantation,1.34283e+16,7.751258e+16,4.481866e+17,2.989436e+17,5.999974e+17,30785.849,0.01,103.203,880,156,NOLSM3441320,13,20,01-03-2019 ?? 9:04:30
3,Implantation,1.190138e+16,8.608349e+16,5.080817e+17,2.99005e+17,5.999981e+17,31765.567,0.01,102.207,878,156,NOLSM3451321,13,21,01-03-2019 ?? 9:04:30
3,Implantation,1.239225e+16,1.30391e+17,2.168581e+17,3.013593e+17,6.000002e+17,30901.365,0.01,101.874,912,155,NOLSM3461322,13,22,01-03-2019 ?? 9:04:30
2,Implantation,1.661287e+16,2.384445e+17,1.032524e+18,3.003839e+17,5.999994e+17,31877.743,0.01,101.707,914,155,NOLSM3471323,13,23,01-03-2019 ?? 9:04:30
1,Implantation,1.149028e+16,1.091461e+17,7.62896e+17,3.001233e+17,5.99998e+17,30107.396,0.01,102.811,899,156,NOLSM3481324,13,24,01-03-2019 ?? 9:04:30
1,Implantation,9.265878e+15,9.562897e+16,4.785895e+17,2.989266e+17,6.000004e+17,32048.247,0.01,102.598,903,157,NOLSM3491325,13,25,01-03-2019 ?? 9:04:30
2,Implantation,1.882341e+16,1.529871e+16,7.907507e+17,3.001276e+17,6.000008e+17,31221.028,0.01,104.234,879,155,NOLSM3501326,13,26,01-03-2019 ?? 9:04:30
3,Implantation,7.19569e+15,1.300081e+17,5.991229e+17,3.003763e+17,6.000003e+17,31645.163,0.01,100.570,890,157,NOLSM3511327,13,27,01-03-2019 ?? 9:04:30
3,Implantation,1.091276e+16,-4.11794e+16,9.735337e+17,3.03009e+17,5.999988e+17,31292.665,0.01,100.718,899,151,NOLSM352141,14,1,02-03-2019 ?? 9:04:30
2,Implantation,1.136999e+16,7.247724e+16,8.049362e+17,2.992664e+17,6.000001e+17,32015.142,0.01,103.175,874,155,NOLSM353142,14,2,02-03-2019 ?? 9:04:30
1,Implantation,1.620407e+16,8.581908e+16,4.528298e+17,3.006626e+17,5.999993e+17,30828.379,0.01,102.963,882,158,NOLSM354143,14,3,02-03-2019 ?? 9:04:30
1,Implantation,1.244473e+16,1.499699e+17,3.595326e+17,2.987755e+17,5.999997e+17,32525.804,0.01,102.767,926,156,NOLSM355144,14,4,02-03-2019 ?? 9:04:30
2,Implantation,1.540054e+16,4.303975e+16,5.932138e+17,3.017596e+17,5.999991e+17,31584.100,0.01,102.448,925,156,NOLSM356145,14,5,02-03-2019 ?? 9:04:30
3,Implantation,1.649968e+16,1.263119e+17,8.119801e+17,2.999841e+17,5.999991e+17,31743.858,0.01,104.180,914,156,NOLSM357146,14,6,02-03-2019 ?? 9:04:30
2,Implantation,7.24055e+15,1.962224e+17,5.409661e+17,2.963401e+17,6.000004e+17,32590.440,0.01,106.173,915,154,NOLSM358147,14,7,02-03-2019 ?? 9:04:30
1,Implantation,9.912448e+15,6.097084e+16,1.657218e+17,3.02399e+17,5.999988e+17,32202.196,0.01,103.670,882,153,NOLSM359148,14,8,02-03-2019 ?? 9:04:30
1,Implantation,1.376004e+16,1.089591e+17,7.015454e+17,3.004404e+17,6.000006e+17,31167.976,0.01,104.326,888,159,NOLSM360149,14,9,02-03-2019 ?? 9:04:30
2,Implantation,1.792709e+16,8.56551e+16,6.041821e+17,3.003981e+17,6.000003e+17,30598.176,0.01,102.716,860,155,NOLSM3611410,14,10,02-03-2019 ?? 9:04:30
3,Implantation,1.07259e+16,9.568327e+16,2.489806e+17,3.006358e+17,6.000004e+17,32095.533,0.01,103.370,902,155,NOLSM3621411,14,11,02-03-2019 ?? 9:04:30
3,Implantation,1.436297e+16,5.219737e+16,9.276569e+17,2.985788e+17,5.999988e+17,31074.084,0.01,101.302,893,155,NOLSM3631412,14,12,02-03-2019 ?? 9:04:30
2,Implantation,1.004187e+16,1.306497e+17,6.994751e+17,2.999168e+17,6.000003e+17,31732.450,0.01,104.196,912,153,NOLSM3641413,14,13,02-03-2019 ?? 9:04:30
1,Implantation,8.189794e+15,7.541628e+16,8.469825e+17,2.989893e+17,5.999999e+17,31559.581,0.01,101.500,909,154,NOLSM3651414,14,14,02-03-2019 ?? 9:04:30
1,Implantation,8.243736e+15,1.243463e+16,8.480794e+17,3.00072e+17,5.999997e+17,31251.253,0.01,101.809,906,155,NOLSM3661415,14,15,02-03-2019 ?? 9:04:30
2,Implantation,8.267961e+15,7.794628e+16,5.9204e+17,3.002804e+17,6e+17,31364.131,0.01,103.785,906,155,NOLSM3671416,14,16,02-03-2019 ?? 9:04:30
3,Implantation,1.217452e+16,1.130444e+17,8.249929e+17,3.003181e+17,5.99999e+17,32166.592,0.01,102.540,911,153,NOLSM3681417,14,17,02-03-2019 ?? 9:04:30
3,Implantation,1.176343e+16,1.144573e+17,4.725295e+17,2.990905e+17,5.999992e+17,32602.428,0.01,104.079,917,160,NOLSM3691418,14,18,02-03-2019 ?? 9:04:30
2,Implantation,6.747512e+15,9.893539e+16,2.112254e+17,2.995297e+17,5.999997e+17,31126.822,0.01,103.831,894,156,NOLSM3701419,14,19,02-03-2019 ?? 9:04:30
1,Implantation,1.490109e+16,3.520983e+16,4.270336e+17,3.008829e+17,6.000021e+17,31795.543,0.01,104.113,875,154,NOLSM3711420,14,20,02-03-2019 ?? 9:04:30
1,Implantation,6.749139e+15,1.0833e+17,6.21584e+17,3.010697e+17,5.999977e+17,31209.028,0.01,103.854,884,156,NOLSM3721421,14,21,02-03-2019 ?? 9:04:30
2,Implantation,2.984483e+15,8.42697e+16,6.478632e+17,3.014628e+17,5.999997e+17,30954.031,0.01,99.555,895,155,NOLSM3731422,14,22,02-03-2019 ?? 9:04:30
3,Implantation,1.581196e+16,9.950344e+16,3.070465e+17,3.022948e+17,5.999988e+17,31265.102,0.01,101.988,916,150,NOLSM3741423,14,23,02-03-2019 ?? 9:04:30
1,Implantation,6.412499e+15,5.498729e+15,4.504817e+17,2.99305e+17,5.999985e+17,32267.154,0.01,104.109,907,155,NOLSM3751424,14,24,02-03-2019 ?? 9:04:30
1,Implantation,1.540944e+16,5.379989e+16,2.174705e+17,3.025131e+17,5.999979e+17,31799.934,0.01,104.071,917,150,NOLSM3761425,14,25,02-03-2019 ?? 9:04:30
2,Implantation,1.226493e+16,8.839359e+16,6.373524e+17,2.993842e+17,6.000006e+17,32222.227,0.01,104.658,893,157,NOLSM3771426,14,26,02-03-2019 ?? 9:04:30
3,Implantation,3.410275e+15,1.258597e+17,6.61313e+17,3.014685e+17,5.999987e+17,32130.349,0.01,102.474,900,157,NOLSM3781427,14,27,02-03-2019 ?? 9:04:30
3,Implantation,2.880388e+15,-1.19562e+16,5.215246e+17,3.006671e+17,5.999992e+17,32241.562,0.01,102.059,912,156,NOLSM379151,15,1,03-03-2019 ?? 9:04:30
2,Implantation,8.14384e+15,1.646376e+17,2.535079e+17,3.006398e+17,5.999999e+17,32695.351,0.01,100.520,893,158,NOLSM380152,15,2,03-03-2019 ?? 9:04:30
1,Implantation,1.416747e+16,9.768423e+16,3.158035e+17,2.990584e+17,6e+17,32457.980,0.01,103.259,894,152,NOLSM381153,15,3,03-03-2019 ?? 9:04:30
1,Implantation,1.227945e+16,9.697936e+16,3.208202e+17,3.005956e+17,6.000005e+17,32385.463,0.01,100.834,901,155,NOLSM382154,15,4,03-03-2019 ?? 9:04:30
3,Implantation,1.78281e+16,6.637699e+16,6.577057e+17,3.001938e+17,5.999998e+17,32928.823,0.01,104.711,885,153,NOLSM383155,15,5,03-03-2019 ?? 9:04:30
3,Implantation,5.990395e+15,1.352964e+17,1.141639e+18,2.985401e+17,6.000006e+17,32507.472,0.01,103.749,907,153,NOLSM384156,15,6,03-03-2019 ?? 9:04:30
1,Implantation,9.964673e+15,5.893998e+16,6.866564e+17,3.009917e+17,5.999988e+17,31557.692,0.01,99.555,897,154,NOLSM385157,15,7,03-03-2019 ?? 9:04:30
1,Implantation,7.058287e+15,1.190879e+17,5.25515e+17,2.998555e+17,6.000005e+17,32314.849,0.01,102.377,916,153,NOLSM386158,15,8,03-03-2019 ?? 9:04:30
2,Implantation,1.169855e+16,5.232629e+16,5.983195e+17,3.012545e+17,6.000003e+17,32704.560,0.01,104.585,911,153,NOLSM387159,15,9,03-03-2019 ?? 9:04:30
3,Implantation,8.723706e+15,1.377158e+17,3.739e+17,3.012983e+17,5.999975e+17,32148.267,0.01,104.398,896,158,NOLSM3881510,15,10,03-03-2019 ?? 9:04:30
3,Implantation,1.153345e+16,1.519095e+17,4.575777e+17,2.9976e+17,5.99999e+17,32153.409,0.01,102.027,911,156,NOLSM3891511,15,11,03-03-2019 ?? 9:04:30
2,Implantation,1.461353e+16,2.6917e+16,6.043016e+17,2.999889e+17,6.000001e+17,32034.212,0.01,107.376,878,156,NOLSM3901512,15,12,03-03-2019 ?? 9:04:30
1,Implantation,9.501467e+15,1.144955e+17,4.294682e+17,3.034721e+17,5.999986e+17,30966.612,0.01,105.285,903,152,NOLSM3911513,15,13,03-03-2019 ?? 9:04:30
1,Implantation,1.107739e+16,1.4618e+17,3.773208e+17,2.997643e+17,5.999987e+17,31509.217,0.01,104.176,884,154,NOLSM3921514,15,14,03-03-2019 ?? 9:04:30
3,Implantation,1.152554e+16,9.129872e+16,4.820917e+17,3.033582e+17,6.000011e+17,31497.310,0.01,105.043,906,152,NOLSM3931515,15,15,03-03-2019 ?? 9:04:30
3,Implantation,2.011364e+16,1.577883e+17,5.615168e+17,3.005175e+17,5.999996e+17,30883.800,0.01,100.728,906,150,NOLSM3941516,15,16,03-03-2019 ?? 9:04:30
2,Implantation,7.29512e+15,1.794887e+17,3.308587e+17,2.997437e+17,6e+17,32548.685,0.01,101.805,913,153,NOLSM3951517,15,17,03-03-2019 ?? 9:04:30
1,Implantation,1.337823e+16,8.037859e+16,3.524617e+17,3.007609e+17,5.999969e+17,32096.824,0.01,102.901,889,154,NOLSM3961518,15,18,03-03-2019 ?? 9:04:30
1,Implantation,8.715719e+15,5.58304e+16,4.216451e+17,3.000895e+17,5.999999e+17,31876.775,0.01,103.409,900,156,NOLSM3971519,15,19,03-03-2019 ?? 9:04:30
2,Implantation,1.615749e+16,5.103231e+16,4.599687e+17,2.987991e+17,5.999988e+17,31373.265,0.01,103.899,911,154,NOLSM3981520,15,20,03-03-2019 ?? 9:04:30
3,Implantation,1.0832e+16,7.93293e+16,4.799026e+17,2.98364e+17,5.999987e+17,32270.885,0.01,102.841,903,157,NOLSM3991521,15,21,03-03-2019 ?? 9:04:30
3,Implantation,1.436037e+16,1.289469e+17,6.718541e+17,2.989985e+17,5.999997e+17,32062.372,0.01,104.328,885,152,NOLSM4001522,15,22,03-03-2019 ?? 9:04:30
2,Implantation,1.734001e+16,9.952238e+16,-6.118e+16,3.00245e+17,5.999995e+17,32374.895,0.01,104.180,898,155,NOLSM4011523,15,23,03-03-2019 ?? 9:04:30
1,Implantation,8.720687e+15,1.002565e+17,6.541431e+17,2.98146e+17,5.999986e+17,31438.723,0.01,104.829,908,148,NOLSM4021524,15,24,03-03-2019 ?? 9:04:30
1,Implantation,7.304338e+15,1.132868e+17,6.124576e+17,3.002157e+17,6.000008e+17,32297.342,0.01,102.555,893,152,NOLSM4031525,15,25,03-03-2019 ?? 9:04:30
3,Implantation,1.818099e+16,6.315329e+16,6.904119e+17,3.006478e+17,6.000012e+17,31153.753,0.01,103.587,927,154,NOLSM4041526,15,26,03-03-2019 ?? 9:04:30
3,Implantation,1.300995e+16,1.49476e+17,6.139864e+17,3.024165e+17,6.000002e+17,32181.305,0.01,104.430,906,156,NOLSM4051527,15,27,03-03-2019 ?? 9:04:30
2,Implantation,5.169398e+15,1.708637e+16,7.528468e+17,2.999035e+17,5.999968e+17,31639.318,0.01,103.843,902,155,NOLSM406161,16,1,04-03-2019 ?? 9:04:30
1,Implantation,1.302772e+16,1.833304e+17,3.864962e+17,3.013709e+17,6.000013e+17,31468.269,0.01,102.597,923,153,NOLSM407162,16,2,04-03-2019 ?? 9:04:30
1,Implantation,1.611976e+16,7.848036e+16,9.667111e+17,2.995905e+17,6.000001e+17,30906.701,0.01,104.338,910,149,NOLSM408163,16,3,04-03-2019 ?? 9:04:30
2,Implantation,9.419114e+15,1.804231e+17,4.592458e+17,3.021294e+17,5.999989e+17,31668.747,0.01,104.576,919,157,NOLSM409164,16,4,04-03-2019 ?? 9:04:30
3,Implantation,3.162772e+15,5.032726e+16,1.046821e+18,3.005387e+17,5.999986e+17,30876.210,0.01,103.354,881,154,NOLSM410165,16,5,04-03-2019 ?? 9:04:30
3,Implantation,1.258509e+16,2.396831e+16,7.290625e+17,3.007916e+17,5.999997e+17,32023.057,0.01,103.827,871,154,NOLSM411166,16,6,04-03-2019 ?? 9:04:30
2,Implantation,1.85771e+16,1.383383e+17,3.257654e+17,3.00753e+17,6.000001e+17,32434.874,0.01,105.794,908,156,NOLSM412167,16,7,04-03-2019 ?? 9:04:30
1,Implantation,1.057421e+16,6.32867e+16,5.167672e+17,3.023798e+17,6.000003e+17,31494.284,0.01,104.617,891,157,NOLSM413168,16,8,04-03-2019 ?? 9:04:30
1,Implantation,9.394622e+15,1.804636e+17,9.22493e+17,2.989752e+17,5.999977e+17,30734.563,0.01,105.213,910,153,NOLSM414169,16,9,04-03-2019 ?? 9:04:30
2,Implantation,1.232273e+16,1.475175e+17,4.061437e+17,3.003906e+17,5.999991e+17,32057.927,0.01,106.015,898,152,NOLSM4151610,16,10,04-03-2019 ?? 9:04:30
3,Implantation,1.298822e+16,1.020223e+17,7.472155e+17,2.985852e+17,5.999982e+17,31364.565,0.01,103.501,900,152,NOLSM4161611,16,11,04-03-2019 ?? 9:04:30
3,Implantation,7.552669e+15,9.435234e+16,9.743301e+17,3.015513e+17,5.999997e+17,32541.940,0.01,101.601,892,153,NOLSM4171612,16,12,04-03-2019 ?? 9:04:30
2,Implantation,9.64745e+15,4.739463e+16,6.621879e+17,2.977343e+17,5.99998e+17,33034.419,0.01,104.309,923,152,NOLSM4181613,16,13,04-03-2019 ?? 9:04:30
1,Implantation,1.119662e+16,1.535185e+17,6.686334e+17,2.995538e+17,5.999981e+17,31946.049,0.01,101.047,884,153,NOLSM4191614,16,14,04-03-2019 ?? 9:04:30
1,Implantation,1.387897e+16,7.152226e+16,7.368155e+17,3.001893e+17,5.999987e+17,31897.707,0.01,105.230,873,155,NOLSM4201615,16,15,04-03-2019 ?? 9:04:30
2,Implantation,1.595854e+16,9.273786e+16,3.726772e+17,3.000866e+17,5.999996e+17,32602.917,0.01,102.840,904,155,NOLSM4211616,16,16,04-03-2019 ?? 9:04:30
3,Implantation,3.598213e+15,1.224362e+17,4.459125e+17,3.008108e+17,5.999979e+17,31571.823,0.01,101.127,892,155,NOLSM4221617,16,17,04-03-2019 ?? 9:04:30
2,Implantation,1.442094e+16,2.039886e+17,2.424867e+17,3.015763e+17,5.999999e+17,32059.355,0.01,105.789,940,155,NOLSM4231618,16,18,04-03-2019 ?? 9:04:30
1,Implantation,1.52709e+16,1.900112e+17,4.88823e+17,2.998635e+17,6.000006e+17,31414.216,0.01,102.388,878,156,NOLSM4241619,16,19,04-03-2019 ?? 9:04:30
1,Implantation,1.346126e+16,1.195495e+17,4.015727e+17,3.010652e+17,5.999991e+17,31370.247,0.01,102.874,904,155,NOLSM4251620,16,20,04-03-2019 ?? 9:04:30
3,Implantation,9.301001e+15,6.260361e+16,4.252549e+17,3.007513e+17,5.999987e+17,31692.403,0.01,105.464,906,156,NOLSM4261621,16,21,04-03-2019 ?? 9:04:30
3,Implantation,8.985362e+15,9.34193e+16,2.628856e+17,3.000336e+17,6.000004e+17,31606.555,0.01,104.196,886,154,NOLSM4271622,16,22,04-03-2019 ?? 9:04:30
2,Implantation,6.929016e+15,2.544309e+16,6.459844e+17,3.017318e+17,5.99997e+17,31254.326,0.01,104.095,882,151,NOLSM4281623,16,23,04-03-2019 ?? 9:04:30
1,Implantation,1.07298e+16,1.328085e+17,3.841978e+17,3.014962e+17,5.99999e+17,32203.423,0.01,103.053,914,152,NOLSM4291624,16,24,04-03-2019 ?? 9:04:30
1,Implantation,8.538534e+15,1.336894e+17,8.161787e+17,3.002739e+17,5.999988e+17,31832.222,0.01,99.999,902,155,NOLSM4301625,16,25,04-03-2019 ?? 9:04:30
2,Implantation,2.624234e+15,7.244912e+16,5.998456e+17,3.01059e+17,6.000021e+17,30830.930,0.01,103.348,896,153,NOLSM4311626,16,26,04-03-2019 ?? 9:04:30
3,Implantation,1.037742e+16,1.179082e+17,3.420636e+17,2.995653e+17,5.999988e+17,31869.207,0.01,103.255,906,153,NOLSM4321627,16,27,04-03-2019 ?? 9:04:30
3,Implantation,1.504064e+16,1.087937e+17,4.132934e+17,2.990996e+17,5.999994e+17,32423.296,0.01,102.770,923,157,NOLSM433171,17,1,05-03-2019 ?? 9:04:30
2,Implantation,1.059418e+16,1.074316e+17,7.083414e+17,3.020541e+17,5.999988e+17,31593.132,0.01,103.087,884,156,NOLSM434172,17,2,05-03-2019 ?? 9:04:30
1,Implantation,1.365872e+16,1.050656e+17,5.536974e+17,2.994814e+17,6.000001e+17,31895.110,0.01,102.953,909,151,NOLSM435173,17,3,05-03-2019 ?? 9:04:30
1,Implantation,4.021015e+15,2.021247e+16,6.145035e+17,3.005476e+17,6.000011e+17,32433.326,0.01,100.472,873,155,NOLSM436174,17,4,05-03-2019 ?? 9:04:30
2,Implantation,8.542646e+15,1.371642e+17,2.788096e+17,3.006831e+17,5.999987e+17,31510.648,0.01,101.757,910,157,NOLSM437175,17,5,05-03-2019 ?? 9:04:30
3,Implantation,1.194383e+16,9.048031e+16,8.651237e+17,3.006081e+17,6e+17,31825.290,0.01,103.956,891,151,NOLSM438176,17,6,05-03-2019 ?? 9:04:30
2,Implantation,1.044478e+16,8.811931e+16,1.033958e+18,2.9769e+17,5.999997e+17,31763.653,0.01,99.340,883,157,NOLSM439177,17,7,05-03-2019 ?? 9:04:30
1,Implantation,9.493373e+15,1.280265e+17,5.210499e+17,3.003273e+17,6.000004e+17,31580.222,0.01,104.285,898,155,NOLSM440178,17,8,05-03-2019 ?? 9:04:30
1,Implantation,9.549706e+15,8.437403e+16,2.212103e+17,2.993146e+17,6.000007e+17,32274.385,0.01,103.150,898,153,NOLSM441179,17,9,05-03-2019 ?? 9:04:30
3,Implantation,1.035467e+16,7.781828e+16,8.90402e+17,2.991855e+17,5.999989e+17,32210.028,0.01,104.871,924,157,NOLSM4421710,17,10,05-03-2019 ?? 9:04:30
3,Implantation,1.087262e+16,8.616702e+16,6.159809e+17,2.994125e+17,6e+17,31549.184,0.01,104.859,881,154,NOLSM4431711,17,11,05-03-2019 ?? 9:04:30
2,Implantation,8.848255e+15,9.779387e+16,5.932328e+17,2.990843e+17,5.999989e+17,32087.646,0.01,103.005,895,157,NOLSM4441712,17,12,05-03-2019 ?? 9:04:30
1,Implantation,1.626859e+16,1.381917e+17,7.540908e+17,3.009311e+17,5.999971e+17,31501.258,0.01,102.754,910,153,NOLSM4451713,17,13,05-03-2019 ?? 9:04:30
