,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,No_Die,Reinforcement,Unnamed: 0_x,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Range_check,Unnamed: 0_y,Etching_Chamber,Process 3,Temp_Etching,Source_Power,Selectivity,Thin Film 4,Thin Film 3,Thin Film 2,Thin Film 1,Etching_rate,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target,Error_message,target_binom,Chamber_Route
375,1,Oxidation,wet,1050.490445,H2O,33.22,0.193,117.0,726.612,NOLSM3761425,False,375,1,Photo,1.1032838168173815,14.056,14.946,19.999,205.722,90.001,500.928,3925.007,4953.646,4.98,93.687,29.989,1,36.623,G,436,496.314,112.069,True,375,1,Etching,71.924,50.918,1.004,310.0,324.49,360.83,417.94000000000005,2.6985000000000015,1,Implantation,1.540944e+16,5.379989e+16,2.174705e+17,3.025131e+17,5.999979e+17,31799.934,104.071,917.0,150,74,none,0.0,route_11111
377,1,Oxidation,dry,998.89265611,O2,33.45,0.211,168.0,714.473,NOLSM3781427,False,377,1,Photo,0.7876074804697517,14.419,14.995,19.994,199.008,90.001,500.256,4000.075,5049.738,5.036,92.629,30.001,3,50.402,I,365,529.001,107.578,True,377,3,Etching,71.566,50.723,1.048,267.0,280.77,317.22,374.17,2.6792500000000006,3,Implantation,3410275000000000.0,1.258597e+17,6.61313e+17,3.014685e+17,5.999987e+17,32130.349,102.474,900.0,157,75,none,0.0,route_11333
379,1,Oxidation,wet,1086.5661869,H2O,35.16,0.216,93.0,715.034,NOLSM380152,False,379,2,Photo,1.1908152276107282,15.465,15.088,20.001,198.499,89.999,497.564,4023.089,5061.575,5.09,94.048,29.991,2,45.173,H,405,533.002,109.443,True,379,2,Etching,70.082,51.207,1.012,425.0,440.25,476.87,534.09,2.7272500000000006,2,Implantation,8143840000000000.0,1.646376e+17,2.535079e+17,3.006398e+17,5.999999e+17,32695.351,100.52,893.0,158,107,none,0.0,route_12222
380,1,Oxidation,dry,1134.1455588,O2,31.99,0.22,103.0,695.458,NOLSM381153,True,380,2,Photo,0.966328484247594,16.149,15.099,20.0,200.086,90.0,503.137,4100.556,4995.798,5.018,94.479,29.995,3,56.223,I,365,526.859,108.358,False,380,1,Etching,71.146,50.255,1.055,309.0,323.65,360.29,417.52,2.7129999999999996,1,Implantation,1.416747e+16,9.768423e+16,3.158035e+17,2.990584e+17,6e+17,32457.98,103.259,894.0,152,77,none,0.0,route_12311
381,1,Oxidation,dry,965.9786545,O2,45.08,0.205,87.0,705.094,NOLSM382154,False,381,3,Photo,0.9401613702798338,15.371,14.875,19.994,199.382,90.001,500.042,4028.083,4922.502,5.175,93.882,30.005,1,50.152,I,365,510.635,108.664,True,381,1,Etching,69.262,50.687,1.033,285.0,300.96,337.56,394.97,2.749250000000001,1,Implantation,1.227945e+16,9.697936e+16,3.208202e+17,3.005956e+17,6.000005e+17,32385.463,100.834,901.0,155,89,none,0.0,route_13111
382,1,Oxidation,dry,973.95603302,O2,43.66,0.22,103.0,706.963,NOLSM383155,False,382,3,Photo,1.0693858014666917,17.047,15.004,20.001,201.67,90.0,503.0,4018.664,5123.695,4.903,90.418,29.997,3,45.961,H,405,497.687,108.858,True,382,3,Etching,69.822,51.237,1.031,306.0,322.27,358.97,416.19,2.75475,3,Implantation,1.78281e+16,6.637699e+16,6.577057e+17,3.001938e+17,5.999998e+17,32928.823,104.711,885.0,153,138,none,0.0,route_13333
383,2,Oxidation,dry,1130.7697162,O2,26.92,0.196,121.0,726.396,NOLSM384156,False,383,1,Photo,1.0822706371049078,17.544,14.916,19.994,204.08,89.998,502.353,4071.649,5006.693,4.964,93.432,29.996,1,49.155,G,436,545.411,109.447,True,383,3,Etching,71.021,51.969,1.054,448.0,464.48,501.02,558.27,2.7567499999999994,3,Implantation,5990395000000000.0,1.352964e+17,1.141639e+18,2.985401e+17,6.000006e+17,32507.472,103.749,907.0,153,154,none,0.0,route_21133
384,2,Oxidation,dry,1158.4319555,O2,31.95,0.202,115.0,712.17,NOLSM385157,False,384,1,Photo,1.2111788235696337,14.894,15.036,19.998,199.805,90.001,496.88,4144.454,5026.875,4.855,92.454,29.998,3,36.855,H,405,549.877,107.83,True,384,1,Etching,70.563,52.148,1.042,463.0,475.47,511.79,569.0500000000001,2.651250000000002,1,Implantation,9964673000000000.0,5.893998e+16,6.866564e+17,3.009917e+17,5.999988e+17,31557.692,99.555,897.0,154,62,none,0.0,route_21311
385,2,Oxidation,dry,979.65096504,O2,38.88,0.212,129.0,715.453,NOLSM386158,False,385,2,Photo,0.8120608899297423,16.547,14.902,20.001,202.474,90.001,500.851,4044.066,4870.596,4.901,90.264,30.001,1,30.556,H,405,500.373,108.374,True,385,1,Etching,69.103,51.668,1.032,250.0,263.25,300.13,357.05,2.6762500000000005,1,Implantation,7058287000000000.0,1.190879e+17,5.25515e+17,2.998555e+17,6.000005e+17,32314.849,102.377,916.0,153,125,none,0.0,route_22111
386,2,Oxidation,wet,1080.6594251,H2O,34.22,0.202,118.0,710.526,NOLSM387159,False,386,2,Photo,1.3951477803039367,17.035,15.011,19.997,200.748,90.001,496.918,3959.744,5034.989,5.007,92.187,30.006,2,40.801,H,405,530.116,108.501,True,386,2,Etching,70.774,51.67,1.045,362.0,379.09,415.62,472.94,2.7735,2,Implantation,1.169855e+16,5.232629e+16,5.983195e+17,3.012545e+17,6.000003e+17,32704.56,104.585,911.0,153,129,none,0.0,route_22222
387,2,Oxidation,dry,1151.8702036,O2,41.86,0.204,149.0,703.333,NOLSM3881510,False,387,2,Photo,0.9806278739807516,16.608,14.998,20.005,200.693,90.0,499.623,3949.569,4999.225,5.083,89.245,30.009,3,24.677,H,405,500.466,105.36,False,387,3,Etching,70.769,50.224,1.04,348.0,362.68,399.17,456.32,2.7079999999999997,3,Implantation,8723706000000000.0,1.377158e+17,3.739e+17,3.012983e+17,5.999975e+17,32148.267,104.398,896.0,158,85,none,0.0,route_22333
388,2,Oxidation,dry,957.76693303,O2,37.63,0.201,71.0,704.586,NOLSM3891511,False,388,3,Photo,1.0335005726593616,20.397,15.097,20.001,200.197,90.001,500.839,4035.688,5015.675,5.035,90.886,30.01,1,29.033,G,436,492.319,108.251,True,388,3,Etching,69.021,50.178,1.016,460.0,474.66,511.52,568.6600000000001,2.716500000000002,3,Implantation,1.153345e+16,1.519095e+17,4.575777e+17,2.9976e+17,5.99999e+17,32153.409,102.027,911.0,156,132,none,0.0,route_23133
389,2,Oxidation,dry,994.59147935,O2,31.62,0.207,86.0,711.111,NOLSM3901512,False,389,3,Photo,0.963879724439734,16.973,15.071,19.999,200.635,90.0,498.791,3939.275,5034.262,5.012,91.989,29.994,2,37.352,H,405,554.659,108.363,True,389,2,Etching,71.792,49.794,1.024,263.0,276.9,313.5,370.56,2.689,2,Implantation,1.461353e+16,2.6917e+16,6.043016e+17,2.999889e+17,6.000001e+17,32034.212,107.376,878.0,156,95,none,0.0,route_23222
390,2,Oxidation,wet,1109.5569414,H2O,39.16,0.211,157.0,707.715,NOLSM3911513,False,390,3,Photo,1.082920220858476,13.518,14.992,19.993,199.632,89.999,501.137,3999.733,4981.02,5.03,93.257,30.004,3,55.804,G,436,483.726,109.701,False,390,1,Etching,70.101,50.718,1.027,498.0,513.61,549.9300000000001,607.1700000000001,2.7292500000000017,1,Implantation,9501467000000000.0,1.144955e+17,4.294682e+17,3.034721e+17,5.999986e+17,30966.612,105.285,903.0,152,117,none,0.0,route_23311
391,3,Oxidation,dry,946.9847745,O2,30.39,0.199,74.0,717.885,NOLSM3921514,False,391,1,Photo,0.7576240619497769,15.955,15.058,19.995,206.842,89.999,494.582,3979.526,4978.657,5.007,90.466,30.008,1,49.652,I,365,538.94,106.935,True,391,1,Etching,70.711,51.041,1.011,192.0,208.65,245.36,302.65000000000003,2.7662500000000008,1,Implantation,1.107739e+16,1.4618e+17,3.773208e+17,2.997643e+17,5.999987e+17,31509.217,104.176,884.0,154,110,none,0.0,route_31111
392,3,Oxidation,wet,1035.8374174,H2O,32.41,0.218,112.0,719.155,NOLSM3931515,False,392,1,Photo,1.0042351151301732,15.675,14.976,19.994,202.786,90.001,503.045,4095.857,4958.651,4.905,92.047,30.001,3,45.387,H,405,540.042,107.838,True,392,3,Etching,71.779,51.067,1.015,387.0,402.73,439.04,496.22,2.7305000000000006,3,Implantation,1.152554e+16,9.129872e+16,4.820917e+17,3.033582e+17,6.000011e+17,31497.31,105.043,906.0,152,88,none,0.0,route_31333
393,3,Oxidation,wet,1123.5352347,H2O,32.09,0.194,103.0,708.835,NOLSM3941516,False,393,2,Photo,1.021312330125301,15.554,14.97,20.004,195.963,89.999,499.135,4043.758,4926.446,5.027,91.822,29.997,1,31.283,I,365,525.219,107.912,True,393,3,Etching,70.586,51.288,0.999,450.0,465.26,501.68,559.01,2.72525,3,Implantation,2.011364e+16,1.577883e+17,5.615168e+17,3.005175e+17,5.999996e+17,30883.8,100.728,906.0,150,55,none,0.0,route_32133
394,3,Oxidation,dry,1008.6959216,O2,28.58,0.212,198.0,702.21,NOLSM3951517,False,394,2,Photo,1.0171028564590847,14.521,14.928,20.0,198.182,90.0,495.303,3977.556,5105.645,5.001,91.144,30.007,2,46.514,G,436,506.17,107.899,True,394,2,Etching,70.171,51.049,1.041,371.0,385.81,422.47,479.74,2.7185,2,Implantation,7295120000000000.0,1.794887e+17,3.308587e+17,2.997437e+17,6e+17,32548.685,101.805,913.0,153,118,none,0.0,route_32222
395,3,Oxidation,wet,1245.4052478,H2O,29.14,0.212,22.0,716.603,NOLSM3961518,False,395,2,Photo,1.2569531103095777,15.932,15.079,19.994,200.311,90.001,509.055,4040.937,5036.638,4.885,92.019,30.013,3,37.378,G,436,526.174,107.429,True,395,1,Etching,70.693,51.23,1.033,277.0,292.88,329.88,387.08,2.752,1,Implantation,1.337823e+16,8.037859e+16,3.524617e+17,3.007609e+17,5.999969e+17,32096.824,102.901,889.0,154,159,none,0.0,route_32311
396,3,Oxidation,wet,1086.8511323,H2O,35.67,0.206,87.0,703.77,NOLSM3971519,False,396,3,Photo,0.9479691960546334,12.731,14.968,19.997,200.34,90.001,505.372,4012.77,5035.87,5.037,93.691,30.0,1,33.004,H,405,514.699,109.571,True,396,1,Etching,71.747,50.344,1.045,359.0,373.41,410.16,467.3200000000001,2.708000000000003,1,Implantation,8715719000000000.0,5.58304e+16,4.216451e+17,3.000895e+17,5.999999e+17,31876.775,103.409,900.0,156,127,none,0.0,route_33111
397,3,Oxidation,wet,1088.4632984,H2O,33.59,0.208,66.0,717.257,NOLSM3981520,False,397,3,Photo,1.2608249713670316,15.444,15.001,19.996,196.437,89.999,498.037,4065.392,5054.543,4.935,90.95,29.991,2,41.801,I,365,476.826,106.082,True,397,2,Etching,70.718,51.012,1.014,343.0,357.41,394.0100000000001,451.09,2.7022499999999994,2,Implantation,1.615749e+16,5.103231e+16,4.599687e+17,2.987991e+17,5.999988e+17,31373.265,103.899,911.0,154,69,none,0.0,route_33222
398,3,Oxidation,wet,1107.0418661,H2O,32.59,0.212,118.0,719.257,NOLSM3991521,False,398,3,Photo,1.0413596813620745,11.805,15.081,20.005,199.032,89.999,496.959,4086.597,4924.687,4.915,89.285,29.998,3,25.265,I,365,516.324,108.213,True,398,3,Etching,70.269,49.957,1.025,261.0,275.02,311.63,368.62,2.6905,3,Implantation,1.0832e+16,7.93293e+16,4.799026e+17,2.98364e+17,5.999987e+17,32270.885,102.841,903.0,157,93,none,0.0,route_33333
399,1,Oxidation,dry,1253.4212156,O2,35.13,0.207,177.0,688.973,NOLSM4001522,True,399,1,Photo,0.6629557770218294,19.373,15.058,20.005,198.274,90.002,498.643,4080.489,5064.639,5.125,89.914,30.015,1,51.723,I,365,516.223,107.833,True,399,3,Etching,69.28,50.752,1.056,244.0,259.09,295.55999999999995,352.61999999999995,2.7154999999999987,3,Implantation,1.436037e+16,1.289469e+17,6.718541e+17,2.989985e+17,5.999997e+17,32062.372,104.328,885.0,152,88,none,0.0,route_11133
401,1,Oxidation,dry,1045.6681153,O2,29.21,0.215,145.0,708.401,NOLSM4021524,False,401,1,Photo,1.0105728303047914,9.685,15.014,20.001,201.824,90.0,501.805,4021.992,4937.455,5.048,92.212,29.999,3,39.255,G,436,528.74,106.719,True,401,1,Etching,69.916,50.504,1.028,315.0,329.86,366.3,423.5,2.7125,1,Implantation,8720687000000000.0,1.002565e+17,6.541431e+17,2.98146e+17,5.999986e+17,31438.723,104.829,908.0,148,92,none,0.0,route_11311
402,1,Oxidation,wet,1178.5072009,H2O,49.17,0.207,74.0,715.033,NOLSM4031525,False,402,2,Photo,1.5,17.87,14.965,20.003,196.67,90.001,501.189,3996.754,5110.695,4.996,89.499,30.012,1,41.238,H,405,519.44,109.177,True,402,1,Etching,69.159,50.557,1.015,417.0,431.56,467.94,525.26,2.7064999999999997,1,Implantation,7304338000000000.0,1.132868e+17,6.124576e+17,3.002157e+17,6.000008e+17,32297.342,102.555,893.0,152,60,none,0.0,route_12111
403,1,Oxidation,dry,923.5846197,O2,37.17,0.192,75.0,707.538,NOLSM4041526,False,403,2,Photo,0.9547043539205796,13.382,14.905,19.992,201.909,89.999,498.351,4074.165,4971.304,5.076,89.4,30.001,3,58.745,I,365,461.885,104.821,False,403,3,Etching,70.469,51.336,1.009,172.0,186.2,222.63,279.99,2.6997500000000003,3,Implantation,1.818099e+16,6.315329e+16,6.904119e+17,3.006478e+17,6.000012e+17,31153.753,103.587,927.0,154,54,none,0.0,route_12333
404,1,Oxidation,dry,1171.3522331,O2,29.45,0.211,108.0,700.719,NOLSM4051527,False,404,3,Photo,1.0440007521496093,15.965,14.968,19.996,200.435,90.0,501.817,4078.065,4942.679,5.037,92.228,29.998,1,30.214,G,436,491.186,109.592,True,404,3,Etching,72.095,50.087,1.046,285.0,300.06,336.75,394.04,2.7260000000000004,3,Implantation,1.300995e+16,1.49476e+17,6.139864e+17,3.024165e+17,6.000002e+17,32181.305,104.43,906.0,156,91,none,0.0,route_13133
405,1,Oxidation,dry,988.75237674,O2,31.82,0.206,144.0,699.27,NOLSM406161,True,405,3,Photo,1.0735183507410382,16.209,14.953,19.999,198.455,90.0,502.391,4037.819,4928.447,5.115,93.172,29.999,2,39.985,G,436,530.61,107.085,True,405,2,Etching,72.003,51.716,0.994,230.0,246.34,283.19,340.46,2.7614999999999994,2,Implantation,5169398000000000.0,1.708637e+16,7.528468e+17,2.999035e+17,5.999968e+17,31639.318,103.843,902.0,155,139,none,0.0,route_13222
406,1,Oxidation,wet,1219.7771187,H2O,31.5,0.213,125.0,715.864,NOLSM407162,False,406,3,Photo,0.6757978768867844,12.516,15.005,20.003,202.152,90.0,507.183,4005.84,4988.85,5.01,92.424,29.999,3,48.249,H,405,500.183,108.653,True,406,1,Etching,72.124,51.059,1.039,484.0,498.37,534.92,591.8599999999999,2.6964999999999977,1,Implantation,1.302772e+16,1.833304e+17,3.864962e+17,3.013709e+17,6.000013e+17,31468.269,102.597,923.0,153,118,none,0.0,route_13311
407,2,Oxidation,wet,871.21747171,H2O,40.05,0.21,45.0,731.855,NOLSM408163,False,407,1,Photo,1.082445853775278,12.859,15.054,20.005,199.593,89.999,501.286,4067.541,5083.958,5.085,91.638,30.006,1,42.936,I,365,545.072,104.708,True,407,1,Etching,72.581,51.849,1.068,316.0,331.05,367.3,423.97,2.6992500000000006,1,Implantation,1.611976e+16,7.848036e+16,9.667111e+17,2.995905e+17,6.000001e+17,30906.701,104.338,910.0,149,187,none,0.0,route_21111
408,2,Oxidation,wet,964.76519082,H2O,30.73,0.202,101.0,708.933,NOLSM409164,False,408,1,Photo,0.9279090240858818,15.214,14.946,19.995,201.177,90.001,503.396,4038.83,5105.011,5.112,89.341,30.003,2,38.106,H,405,522.79,106.614,True,408,2,Etching,71.721,50.856,0.993,432.0,447.15,483.69,541.0,2.725,2,Implantation,9419114000000000.0,1.804231e+17,4.592458e+17,3.021294e+17,5.999989e+17,31668.747,104.576,919.0,157,127,none,0.0,route_21222
409,2,Oxidation,dry,1044.9237171,O2,29.77,0.202,165.0,727.813,NOLSM410165,False,409,1,Photo,0.8575531205661635,13.764,14.975,19.997,200.095,89.999,501.423,3929.441,5075.487,5.014,91.136,30.007,3,36.575,I,365,525.581,104.163,True,409,3,Etching,71.102,50.178,1.014,316.0,331.64,368.1,425.45,2.7362499999999996,3,Implantation,3162772000000000.0,5.032726e+16,1.046821e+18,3.005387e+17,5.999986e+17,30876.21,103.354,881.0,154,57,none,0.0,route_21333
410,2,Oxidation,wet,1070.2316349,H2O,33.67,0.207,191.0,715.571,NOLSM411166,False,410,2,Photo,0.9410716422502948,14.317,15.007,20.002,207.301,90.0,501.079,4065.649,4944.126,4.912,92.423,29.994,1,51.663,H,405,506.682,107.533,True,410,3,Etching,70.678,50.537,1.031,369.0,384.92,421.84,479.05,2.75125,3,Implantation,1.258509e+16,2.396831e+16,7.290625e+17,3.007916e+17,5.999997e+17,32023.057,103.827,871.0,154,136,none,0.0,route_22133
411,2,Oxidation,wet,979.53605998,H2O,31.86,0.214,145.0,711.227,NOLSM412167,False,411,2,Photo,1.0891297287133113,13.068,14.936,20.006,201.138,90.0,501.572,4042.392,5118.893,5.107,91.462,29.994,2,37.821,H,405,487.27,109.052,True,411,2,Etching,70.09,51.53,1.045,489.0,504.57,541.14,598.5799999999999,2.7394999999999983,2,Implantation,1.85771e+16,1.383383e+17,3.257654e+17,3.00753e+17,6.000001e+17,32434.874,105.794,908.0,156,234,[['Edge-Loc']],1.0,route_22222
412,2,Oxidation,wet,1077.0747113,H2O,37.22,0.2,181.0,700.922,NOLSM413168,False,412,2,Photo,1.0418767842185337,15.02,15.101,19.99,199.757,90.0,497.102,4129.064,5013.136,4.932,90.44,30.006,3,66.126,H,405,513.148,108.349,False,412,1,Etching,70.335,51.532,1.023,363.0,379.88,416.71,473.69,2.7672499999999998,1,Implantation,1.057421e+16,6.32867e+16,5.167672e+17,3.023798e+17,6.000003e+17,31494.284,104.617,891.0,157,159,none,0.0,route_22311
413,2,Oxidation,dry,1002.1648959,O2,26.54,0.205,201.0,704.243,NOLSM414169,False,413,3,Photo,1.1125703003470142,13.208,15.064,19.997,200.915,90.001,500.154,4075.078,4972.15,4.916,90.634,30.003,1,57.007,H,405,515.931,108.045,False,413,1,Etching,70.457,51.412,1.062,276.0,290.65,327.46,384.78,2.719499999999999,1,Implantation,9394622000000000.0,1.804636e+17,9.22493e+17,2.989752e+17,5.999977e+17,30734.563,105.213,910.0,153,162,none,0.0,route_23111
414,2,Oxidation,wet,1053.2793223,H2O,33.08,0.22,79.0,698.757,NOLSM4151610,True,414,3,Photo,1.0277226961144634,14.041,14.932,20.012,199.149,90.001,501.394,4129.907,4954.889,5.239,91.952,29.988,2,32.167,I,365,507.827,108.004,True,414,2,Etching,71.716,50.907,1.023,214.0,228.56,265.01,322.28,2.7069999999999994,2,Implantation,1.232273e+16,1.475175e+17,4.061437e+17,3.003906e+17,5.999991e+17,32057.927,106.015,898.0,152,61,none,0.0,route_23222
415,2,Oxidation,dry,883.86054607,O2,38.04,0.2,59.0,689.56,NOLSM4161611,True,415,3,Photo,0.9355330860356588,15.183,14.945,20.001,203.056,89.999,496.487,4112.212,5003.522,4.925,92.111,30.002,3,46.377,H,405,548.349,108.44,True,415,3,Etching,70.512,51.741,1.019,319.0,335.23,371.94,429.34,2.7584999999999993,3,Implantation,1.298822e+16,1.020223e+17,7.472155e+17,2.985852e+17,5.999982e+17,31364.565,103.501,900.0,152,118,none,0.0,route_23333
416,3,Oxidation,dry,1011.9568912,O2,23.54,0.207,89.0,689.098,NOLSM4171612,True,416,1,Photo,0.9209986495495648,12.084,14.977,19.994,196.183,90.001,501.655,4040.97,5103.975,5.014,91.183,30.007,1,59.863,G,436,493.791,107.877,False,416,3,Etching,70.999,51.225,1.037,253.0,267.38,303.71,360.91,2.6977500000000005,3,Implantation,7552669000000000.0,9.435234e+16,9.743301e+17,3.015513e+17,5.999997e+17,32541.94,101.601,892.0,153,97,none,0.0,route_31133
417,3,Oxidation,dry,1196.7805485,O2,36.26,0.214,162.0,708.735,NOLSM4181613,False,417,1,Photo,1.0204832561240362,17.74,14.959,19.997,200.949,90.0,495.986,4118.935,4884.055,5.072,91.279,29.992,2,25.889,I,365,494.437,105.993,True,417,2,Etching,70.647,50.296,1.037,385.0,399.68,436.35,493.4500000000001,2.7112500000000024,2,Implantation,9647450000000000.0,4.739463e+16,6.621879e+17,2.977343e+17,5.99998e+17,33034.419,104.309,923.0,152,86,none,0.0,route_31222
418,3,Oxidation,dry,1191.2654075,O2,40.93,0.219,31.0,704.397,NOLSM4191614,False,418,1,Photo,0.8750448725619241,17.166,14.872,20.002,200.475,90.001,500.442,3983.145,5095.382,5.026,90.868,30.0,3,38.539,H,405,503.504,108.845,True,418,1,Etching,71.607,50.634,1.039,276.0,290.87,327.32,384.45,2.7112499999999997,1,Implantation,1.119662e+16,1.535185e+17,6.686334e+17,2.995538e+17,5.999981e+17,31946.049,101.047,884.0,153,96,none,0.0,route_31311
419,3,Oxidation,dry,1042.761316,O2,33.96,0.213,119.0,709.226,NOLSM4201615,False,419,2,Photo,1.1791996444383663,16.941,15.0,20.012,201.929,90.0,502.263,4073.38,4886.265,4.998,92.064,30.005,1,51.232,H,405,493.864,107.915,True,419,1,Etching,69.825,51.356,1.023,292.0,307.88,344.68,401.8,2.745,1,Implantation,1.387897e+16,7.152226e+16,7.368155e+17,3.001893e+17,5.999987e+17,31897.707,105.23,873.0,155,115,none,0.0,route_32111
420,3,Oxidation,dry,1096.3834908,O2,34.52,0.201,96.0,705.135,NOLSM4211616,False,420,2,Photo,0.8721858493307577,17.064,15.013,20.001,204.133,90.001,503.423,3992.433,5045.477,5.004,92.26,30.006,2,39.851,I,365,528.065,109.695,True,420,2,Etching,71.406,51.426,1.029,544.0,557.18,593.81,651.0799999999999,2.6769999999999983,2,Implantation,1.595854e+16,9.273786e+16,3.726772e+17,3.000866e+17,5.999996e+17,32602.917,102.84,904.0,155,118,none,0.0,route_32222
421,3,Oxidation,wet,1178.7448193,H2O,33.22,0.204,154.0,715.384,NOLSM4221617,False,421,3,Photo,0.8592967401152156,13.643,14.954,19.997,202.749,90.0,498.509,4044.244,5005.736,5.161,93.201,29.988,1,50.826,H,405,534.358,108.793,True,421,3,Etching,71.062,50.104,1.039,298.0,311.6,348.42,405.61,2.6902500000000003,3,Implantation,3598213000000000.0,1.224362e+17,4.459125e+17,3.008108e+17,5.999979e+17,31571.823,101.127,892.0,155,79,none,0.0,route_33133
422,3,Oxidation,dry,984.50194091,O2,42.84,0.207,105.0,713.258,NOLSM4231618,False,422,3,Photo,0.9514008786474982,14.585,15.159,20.001,202.313,90.0,495.402,4001.043,5021.426,5.054,92.607,29.998,2,49.345,G,436,495.078,108.097,True,422,2,Etching,72.241,51.419,1.05,429.0,444.77,481.04,538.0999999999999,2.727499999999998,2,Implantation,1.442094e+16,2.039886e+17,2.424867e+17,3.015763e+17,5.999999e+17,32059.355,105.789,940.0,155,80,none,0.0,route_33222
423,3,Oxidation,dry,1091.0068597,O2,38.09,0.202,92.0,704.106,NOLSM4241619,False,423,3,Photo,1.227717567821672,16.427,15.111,19.995,200.952,90.001,494.517,4019.176,5172.075,4.97,91.142,29.998,3,35.634,I,365,564.311,111.485,True,423,1,Etching,71.619,51.317,0.998,625.0,641.77,678.38,735.63,2.7657499999999997,1,Implantation,1.52709e+16,1.900112e+17,4.88823e+17,2.998635e+17,6.000006e+17,31414.216,102.388,878.0,156,202,[['Edge-Loc']],1.0,route_33311
424,1,Oxidation,dry,1049.2063452,O2,37.47,0.206,101.0,710.163,NOLSM4251620,False,424,1,Photo,1.1897297389698966,13.926,14.824,20.005,203.57,90.0,498.307,4067.925,5059.997,5.068,93.221,30.01,1,50.479,G,436,519.377,110.08,True,424,1,Etching,69.643,51.066,1.05,286.0,301.01,337.81,395.28,2.7319999999999993,1,Implantation,1.346126e+16,1.195495e+17,4.015727e+17,3.010652e+17,5.999991e+17,31370.247,102.874,904.0,155,148,none,0.0,route_11111
425,1,Oxidation,wet,972.01371761,H2O,28.8,0.209,157.0,706.425,NOLSM4261621,False,425,1,Photo,1.141758833484333,14.735,14.904,19.991,197.363,90.0,505.859,4102.2,5003.371,5.072,94.835,30.008,3,34.859,G,436,504.217,108.15,True,425,3,Etching,71.658,50.936,1.026,321.0,335.93,372.32,429.28,2.7069999999999994,3,Implantation,9301001000000000.0,6.260361e+16,4.252549e+17,3.007513e+17,5.999987e+17,31692.403,105.464,906.0,156,98,none,0.0,route_11333
426,1,Oxidation,dry,984.63759243,O2,36.83,0.218,150.0,712.521,NOLSM4271622,False,426,2,Photo,1.173169626831228,16.681,15.122,20.0,202.467,90.001,502.416,4096.083,5023.401,5.007,89.361,29.997,1,51.655,I,365,516.554,105.018,True,426,3,Etching,70.923,50.45,1.043,669.0,684.43,721.1099999999999,778.31,2.7327499999999985,3,Implantation,8985362000000000.0,9.34193e+16,2.628856e+17,3.000336e+17,6.000004e+17,31606.555,104.196,886.0,154,259,[['Scratch']],1.0,route_12133
427,1,Oxidation,wet,1085.2850112,H2O,39.89,0.197,152.0,704.964,NOLSM4281623,False,427,2,Photo,0.929738115181456,14.991,15.095,19.992,200.539,90.001,502.749,3984.751,5033.407,5.068,92.271,29.989,2,36.495,G,436,509.257,107.71,True,427,2,Etching,70.488,51.883,1.031,219.0,234.3,270.64,327.73,2.7182500000000003,2,Implantation,6929016000000000.0,2.544309e+16,6.459844e+17,3.017318e+17,5.99997e+17,31254.326,104.095,882.0,151,98,none,0.0,route_12222
428,1,Oxidation,dry,1126.0509287,O2,39.79,0.21,76.0,704.293,NOLSM4291624,False,428,2,Photo,1.0750055556505238,16.265,15.021,20.005,203.041,89.999,502.125,4049.64,5067.608,4.934,92.653,30.003,3,48.696,I,365,510.567,106.485,True,428,1,Etching,71.018,50.858,1.029,310.0,326.3,362.73,419.76,2.7439999999999998,1,Implantation,1.07298e+16,1.328085e+17,3.841978e+17,3.014962e+17,5.99999e+17,32203.423,103.053,914.0,152,70,none,0.0,route_12311
429,1,Oxidation,wet,1043.3064266,H2O,38.44,0.213,72.0,703.974,NOLSM4301625,False,429,3,Photo,0.7991760542915263,14.552,14.948,20.002,200.573,90.0,499.319,4105.38,5076.802,4.885,92.157,30.003,1,47.593,G,436,520.056,106.538,True,429,1,Etching,70.464,51.034,1.018,186.0,201.34,237.7,294.85,2.7212500000000004,1,Implantation,8538534000000000.0,1.336894e+17,8.161787e+17,3.002739e+17,5.999988e+17,31832.222,99.999,902.0,155,57,none,0.0,route_13111
430,1,Oxidation,wet,1223.7010226,H2O,41.16,0.187,76.0,717.389,NOLSM4311626,False,430,3,Photo,0.9289645976854304,12.361,14.928,20.0,206.01,90.0,505.745,3960.626,4922.966,4.934,90.13,29.989,2,53.031,H,405,514.878,108.659,True,430,2,Etching,70.441,51.746,1.011,224.0,238.32,274.85,332.05,2.7012500000000004,2,Implantation,2624234000000000.0,7.244912e+16,5.998456e+17,3.01059e+17,6.000021e+17,30830.93,103.348,896.0,153,49,none,0.0,route_13222
